Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
21,124097,109763,597,62,3,6.62,24,0.3,2,0,1,1,1,2,0,0
68,36937,101449,439,66,1,15.3,24,0.85,3,0,1,1,1,0,1,0
20,41753,145376,767,28,3,20.79,36,0.19,2,2,1,1,0,2,0,0
20,107695,49339,446,4,4,5.37,36,0.14,3,3,2,1,1,2,1,0
58,144201,67084,645,37,2,12.47,12,0.66,3,0,0,1,0,3,0,0
32,23791,82630,766,69,3,14.66,36,0.76,2,2,0,0,1,1,0,0
26,55998,187776,442,41,4,12.9,12,0.8,2,1,0,0,1,3,1,0
68,60607,20521,847,54,3,19.7,48,0.67,3,2,2,1,1,2,1,0
24,126347,132788,484,75,2,9.64,60,0.3,1,0,0,0,1,1,1,0
30,39915,222856,705,51,2,14.96,48,0.73,3,3,0,0,0,2,0,0
24,142823,227772,519,15,2,8.27,12,0.79,2,2,0,0,1,1,0,0
28,101093,228732,433,100,3,2.76,24,0.36,3,0,2,1,1,3,1,0
54,115562,223383,557,47,3,15.12,60,0.52,3,2,1,0,1,3,1,0
44,64814,34337,547,113,4,6.94,60,0.56,0,3,2,1,1,2,0,0
28,55101,244006,569,89,3,15.62,36,0.53,3,0,1,1,1,3,0,1
35,91535,232339,560,17,1,8.36,12,0.71,2,3,0,0,1,4,1,0
32,78081,186122,790,116,3,3.97,48,0.25,1,2,0,0,0,3,1,0
34,59955,215017,709,119,4,9.32,24,0.61,2,3,1,0,1,2,1,0
49,65377,114971,421,96,1,22.58,12,0.43,3,1,2,0,1,1,1,0
23,34044,45089,541,113,2,7.46,60,0.59,2,0,1,0,0,3,0,0
35,36292,204479,336,74,4,12.33,24,0.66,2,2,1,1,0,0,1,0
42,27209,159796,469,35,3,17.53,12,0.8,1,3,0,1,0,2,1,0
19,134563,111699,821,99,3,13.4,60,0.52,3,2,2,1,0,3,0,0
57,98929,143077,446,60,4,10.84,24,0.66,1,3,1,0,0,2,0,1
63,147448,239144,502,81,2,16.34,60,0.28,2,0,2,0,0,3,1,0
44,73227,235914,630,15,4,9.37,60,0.59,3,3,0,0,1,2,0,0
47,131815,236972,538,40,1,13.07,48,0.53,2,0,0,1,0,3,0,0
51,58318,133451,338,104,1,2.79,24,0.43,2,1,0,1,0,1,0,0
57,120962,211727,660,103,4,6.13,36,0.29,1,3,1,0,0,1,0,0
65,86761,203827,324,46,2,23.13,24,0.3,2,0,2,0,1,1,1,0
34,95708,132122,477,20,1,17.53,60,0.8,3,2,0,1,0,2,0,0
41,90155,82644,447,98,3,23.11,48,0.61,0,2,1,1,0,1,0,1
49,56610,59104,371,62,2,8.2,48,0.39,3,1,2,1,1,0,1,1
37,27786,219352,379,117,1,12.84,48,0.16,2,2,1,0,0,4,0,0
52,91728,165900,628,114,2,16.96,60,0.24,2,2,1,1,1,0,0,0
59,130335,45380,360,96,2,11.73,48,0.66,2,1,2,0,0,4,0,0
53,24810,98066,712,24,2,7.42,36,0.64,1,2,0,0,1,3,0,0
22,94564,172811,682,31,3,5.61,12,0.25,1,1,1,1,1,0,0,0
48,132430,55435,669,6,2,19.57,48,0.58,3,2,2,1,0,3,1,0
25,20116,73159,398,109,2,13.63,60,0.79,2,2,0,1,1,4,0,0
64,53464,237739,665,105,3,24.36,60,0.5,0,0,2,0,1,2,0,0
32,135740,131911,792,20,4,22.95,48,0.5,2,3,1,1,1,4,1,0
34,75248,130334,455,33,1,14.72,24,0.37,0,1,1,1,0,2,0,0
43,124913,230859,554,21,4,8.45,60,0.77,0,1,0,0,0,1,0,0
27,103773,28656,490,25,2,12.72,12,0.41,1,1,2,1,1,2,1,0
61,41526,149365,364,91,1,13.99,36,0.51,3,1,2,0,0,3,0,0
35,75069,64935,396,106,1,23.02,36,0.29,3,2,1,1,0,2,1,0
55,91762,211341,638,40,1,4.02,48,0.28,0,0,2,1,1,3,1,0
46,27295,232656,341,9,3,23.45,36,0.58,0,1,2,0,1,1,1,1
21,89849,236364,519,35,2,22.78,48,0.18,0,0,1,1,1,1,1,0
25,96651,200987,648,105,4,16.13,36,0.34,0,0,1,0,0,1,1,0
23,66114,233751,820,72,1,4.26,36,0.16,1,0,2,1,1,4,0,0
25,84503,55118,835,69,3,14.9,12,0.56,0,3,0,1,1,2,0,0
61,70562,107102,627,23,4,14.91,12,0.15,3,3,1,1,1,4,1,0
61,123882,66930,804,42,2,7.54,48,0.75,0,0,2,0,1,0,1,0
69,138026,72702,662,97,3,11.91,24,0.35,1,1,0,0,0,2,0,0
31,144976,190486,782,44,2,12.28,60,0.58,2,3,2,0,1,3,0,0
22,149225,67483,496,67,3,7.99,48,0.42,2,1,0,1,1,2,0,0
51,102552,185763,375,41,4,5.69,48,0.34,2,1,2,0,0,1,1,0
44,137653,9445,455,68,3,9.75,24,0.69,0,1,1,0,1,3,1,0
65,138235,185003,394,59,3,3.42,12,0.69,3,3,2,0,1,2,1,0
67,45699,215197,346,18,1,20.34,24,0.36,0,3,1,1,0,0,0,1
25,17323,66392,754,72,3,12.88,12,0.25,2,1,2,1,1,4,1,0
36,81718,197415,706,8,3,8.0,12,0.58,3,3,0,0,0,0,1,0
25,22063,16646,436,56,1,7.99,24,0.34,1,1,0,0,1,3,1,0
42,111438,188838,705,92,2,12.47,60,0.54,3,3,1,1,1,3,0,0
33,68130,99824,337,44,2,11.27,36,0.89,2,1,1,1,0,1,1,0
25,103527,132602,489,101,1,13.95,60,0.37,1,3,0,0,1,1,1,1
40,147284,21815,747,84,3,23.77,60,0.14,1,3,1,1,1,3,1,0
18,69237,128633,546,0,4,15.39,48,0.37,0,3,2,0,1,1,0,0
18,16635,73540,419,86,1,10.36,36,0.31,1,1,1,1,1,4,0,0
52,95384,40900,736,96,4,3.19,12,0.78,1,2,0,1,1,4,0,0
37,59797,46169,362,93,3,13.71,36,0.54,1,2,2,0,1,0,1,0
38,132737,182196,464,45,3,7.13,48,0.83,0,2,2,1,1,1,0,0
64,127175,25943,456,70,1,22.82,24,0.55,0,0,2,1,1,4,0,0
68,107679,18464,446,46,1,24.3,48,0.89,2,2,0,0,0,4,1,0
19,117436,140722,404,68,3,11.33,48,0.38,1,0,1,1,0,3,1,0
50,38592,22750,601,115,1,24.27,36,0.66,2,3,0,1,1,1,0,0
32,67490,206264,724,22,1,24.4,48,0.66,0,1,0,1,1,2,1,0
56,114971,14224,402,3,3,3.99,60,0.68,2,2,2,1,0,1,0,0
21,42841,81326,669,102,1,11.34,12,0.84,0,0,2,1,0,2,1,0
26,41692,178814,586,90,1,10.73,60,0.1,0,2,2,1,0,1,1,0
64,131996,237948,408,23,2,4.64,48,0.77,0,2,0,0,0,1,0,0
28,80954,233796,305,108,2,16.09,12,0.25,1,1,2,0,1,3,0,1
39,136871,155670,651,0,1,5.35,36,0.47,1,2,2,1,1,2,1,0
27,105554,18848,447,71,2,13.59,48,0.4,2,0,0,0,1,4,1,0
39,129888,174370,498,98,3,22.6,12,0.49,3,3,0,1,1,2,1,0
62,96223,161448,550,10,3,2.41,12,0.26,0,0,0,0,0,2,1,0
69,131307,217797,630,8,2,22.89,12,0.3,3,1,2,1,1,4,0,0
18,30439,94137,715,116,4,18.89,24,0.14,2,1,0,1,1,1,0,0
67,57809,168021,429,100,4,5.52,48,0.9,3,3,1,1,1,1,0,0
44,115452,230288,346,97,4,6.26,36,0.48,0,2,0,1,0,3,0,0
18,123592,222358,740,11,4,23.06,24,0.22,2,0,0,1,1,4,0,0
22,28983,93680,505,88,1,20.3,60,0.89,0,1,1,1,0,0,0,1
58,59589,124660,737,118,3,2.34,24,0.67,2,2,0,1,0,3,0,0
43,71114,231825,530,56,3,2.6,48,0.14,1,0,2,0,0,4,0,0
59,36032,192192,811,19,4,15.03,12,0.45,0,3,1,1,1,4,0,0
55,101964,127603,423,90,1,19.89,12,0.63,1,3,1,1,0,0,0,0
54,93194,163446,636,101,2,11.89,48,0.64,1,3,2,0,0,3,0,0
59,43218,203032,532,33,2,3.68,36,0.32,3,2,1,1,0,1,0,0
47,102414,199005,310,110,1,22.56,48,0.35,1,3,0,1,1,1,0,0
59,30371,209190,501,100,3,11.5,48,0.54,3,3,2,0,0,2,1,1
21,78414,116892,694,94,1,18.88,48,0.79,1,2,0,0,1,2,0,0
32,109751,215806,334,80,1,4.87,12,0.62,1,0,1,0,1,0,1,0
34,110932,99566,727,9,2,7.36,36,0.44,3,2,1,1,1,1,1,0
36,112903,132143,477,96,4,20.27,24,0.19,3,1,0,1,1,1,1,0
41,121234,189315,830,2,4,20.23,60,0.37,2,0,0,1,0,3,1,0
22,137113,12625,617,100,4,11.02,48,0.65,2,2,1,1,0,1,0,0
65,81285,205580,633,74,3,11.34,60,0.2,1,1,2,0,0,1,0,0
41,61049,100233,588,60,3,13.11,12,0.73,0,3,0,1,1,1,1,1
30,78193,151735,708,16,4,22.39,24,0.78,1,0,1,1,0,4,0,0
38,75145,241346,560,30,3,3.15,48,0.5,3,0,0,1,1,4,0,0
67,80099,50958,801,11,4,15.4,48,0.35,1,1,2,0,0,1,0,0
49,84296,168986,549,103,4,12.84,60,0.72,3,0,0,1,1,2,0,0
44,30011,82108,782,36,3,17.66,24,0.7,0,2,2,0,1,2,1,0
39,89894,40858,803,0,4,8.55,12,0.19,3,1,0,0,1,2,1,0
40,131298,59374,550,67,2,2.82,48,0.76,3,2,2,1,0,1,0,0
65,73109,244249,436,28,4,6.08,24,0.52,1,3,0,1,1,4,1,0
55,146831,112094,678,18,3,21.61,36,0.53,3,0,2,0,1,4,1,0
41,74731,238741,535,105,3,4.37,36,0.6,3,1,1,1,0,0,0,0
63,59171,114504,421,2,2,11.45,12,0.4,0,0,1,0,0,2,0,0
21,32322,239520,474,31,2,8.6,24,0.44,0,2,2,1,0,2,0,1
46,54721,193480,514,61,2,17.46,24,0.11,2,3,0,1,0,3,1,0
56,23450,243792,715,90,1,13.21,24,0.5,2,3,0,0,1,1,0,0
44,116446,118205,720,118,3,23.25,48,0.37,3,2,1,1,0,1,1,0
36,144353,224800,782,77,2,2.06,48,0.62,1,2,1,0,1,2,1,0
40,54803,130392,403,76,1,10.31,60,0.3,3,0,1,1,1,3,1,0
65,48489,170422,752,8,3,4.92,48,0.31,3,1,0,1,1,0,0,0
55,141194,68991,452,55,3,19.17,24,0.35,2,0,0,0,1,2,0,0
44,146820,133226,773,54,1,15.73,60,0.69,3,1,1,1,0,4,1,0
32,45785,146021,484,101,4,11.03,36,0.1,1,3,1,0,1,0,1,1
69,86949,26890,516,75,4,11.75,48,0.74,1,0,0,1,1,1,0,0
65,140010,97617,529,119,2,10.46,12,0.45,1,0,1,0,0,3,0,0
24,31843,241469,763,109,4,16.11,12,0.49,2,3,1,1,1,0,0,1
35,95963,77552,560,8,2,6.63,24,0.86,2,2,0,1,1,3,0,1
25,80250,185017,743,70,3,9.83,12,0.37,2,2,2,0,1,4,1,0
66,51620,146008,796,84,1,13.36,48,0.22,2,1,1,0,1,3,1,0
55,22240,126161,563,65,1,17.7,60,0.66,2,1,0,0,0,0,1,0
52,100535,81894,762,22,4,18.19,36,0.84,2,2,1,1,0,4,1,0
25,144086,245992,517,18,1,23.17,48,0.86,0,0,0,1,1,1,1,1
24,72781,119476,812,18,4,10.82,36,0.26,2,1,1,0,0,4,1,0
46,102812,149200,359,82,2,13.36,36,0.82,2,3,0,0,0,2,1,0
46,66383,22202,316,90,3,16.56,60,0.84,3,1,1,1,1,1,1,0
41,148884,140724,664,90,1,2.11,24,0.19,1,1,1,0,1,4,0,0
43,141702,115502,393,112,3,4.61,24,0.4,1,1,2,1,1,4,1,0
41,42388,90366,799,14,3,9.2,12,0.62,3,1,1,1,1,3,0,0
57,130528,91943,300,78,2,16.79,36,0.5,3,0,2,1,0,1,0,0
57,100111,134652,638,105,4,21.59,36,0.24,0,0,2,1,1,1,0,0
33,129623,215258,652,41,2,4.74,12,0.35,3,0,2,0,1,3,0,0
24,145932,158571,832,82,1,9.25,36,0.35,3,1,1,0,1,2,1,0
47,109810,44305,608,30,1,19.35,48,0.81,2,3,1,0,0,2,0,0
20,33090,177442,410,33,4,12.33,12,0.31,2,1,0,0,1,1,1,0
40,100974,105045,561,30,2,14.63,60,0.79,1,0,2,1,0,4,0,0
69,67292,141470,849,107,2,4.95,48,0.81,2,3,2,1,1,2,1,0
61,137473,7723,791,67,4,18.99,24,0.86,1,1,0,1,1,2,0,0
50,140178,198791,307,28,2,11.9,48,0.62,0,2,2,1,1,1,1,0
52,149449,74808,596,52,2,14.14,36,0.65,3,3,0,1,1,3,0,0
34,79266,115375,783,67,1,14.79,48,0.58,1,3,2,0,1,4,1,0
41,89495,6202,715,21,3,14.75,12,0.71,0,0,0,0,0,3,0,0
62,45189,49678,511,80,2,18.68,60,0.2,1,1,0,0,1,3,0,1
36,149706,129029,304,4,1,4.4,36,0.89,2,1,1,1,1,3,1,0
37,145827,127450,632,14,4,21.43,24,0.83,3,1,2,1,1,0,1,1
39,65985,8365,790,96,1,20.48,36,0.27,0,0,0,0,1,4,0,0
45,70950,14306,492,57,4,21.23,60,0.74,2,1,2,0,0,3,0,0
42,97177,57242,468,21,4,20.52,60,0.16,0,0,2,0,0,0,0,0
24,97856,104050,304,101,2,16.68,12,0.88,1,0,1,1,0,0,0,1
47,126079,35744,307,48,3,13.5,24,0.77,3,3,0,0,0,4,1,0
39,69633,23768,608,109,4,9.28,60,0.69,2,0,1,1,1,4,1,0
25,34076,99517,576,99,4,3.14,24,0.53,2,3,0,1,0,4,0,0
59,146813,30529,486,40,1,13.72,24,0.78,3,2,2,1,0,3,0,0
68,114672,116785,592,33,1,6.82,48,0.47,0,2,1,0,1,0,1,0
48,53406,118063,336,37,4,20.01,48,0.26,2,0,1,1,1,1,0,0
25,116203,171255,546,48,1,14.39,60,0.52,3,1,2,0,1,3,1,0
30,82483,73042,655,70,4,15.01,36,0.66,3,1,0,0,0,3,1,0
60,134176,204272,327,45,4,18.9,36,0.71,3,1,2,0,0,3,0,0
59,57099,148121,320,74,2,11.88,48,0.56,1,2,0,0,1,4,0,0
34,86948,18874,460,87,3,24.65,36,0.86,2,0,0,0,1,4,0,0
35,145315,94280,848,41,3,9.38,24,0.3,2,0,2,1,1,0,0,1
29,42462,152144,551,100,4,23.53,24,0.16,0,2,0,0,1,2,0,0
65,80319,93262,813,81,1,23.46,12,0.32,2,0,2,0,1,3,0,0
52,17632,194906,564,13,4,6.06,48,0.55,0,0,0,1,1,2,1,0
49,56767,5629,323,38,2,17.63,12,0.39,2,3,0,0,1,4,0,0
23,71636,228645,766,115,4,2.67,60,0.65,3,0,2,1,0,3,1,0
55,67250,81934,545,65,4,21.24,48,0.72,0,1,2,1,1,0,0,0
21,107915,60754,728,53,2,11.72,60,0.82,0,2,2,1,0,3,1,0
30,92107,144727,465,21,1,14.68,12,0.38,0,1,2,1,0,0,1,0
37,106562,205464,828,76,2,2.29,36,0.46,0,3,0,1,0,0,0,0
64,57318,170263,654,110,4,4.94,48,0.89,0,3,2,0,0,0,0,1
19,146863,223786,747,106,2,23.82,48,0.28,0,0,1,1,1,3,1,0
55,70850,168384,303,23,4,6.73,60,0.47,0,1,1,1,1,0,1,1
48,109318,175186,412,13,2,2.63,12,0.81,0,0,1,1,0,2,0,0
59,25562,241931,628,37,4,10.42,48,0.66,2,1,1,0,0,3,0,1
41,144323,124212,368,25,2,14.22,60,0.21,2,2,0,1,1,4,0,0
47,118056,6416,779,30,4,5.34,24,0.74,1,3,2,0,0,3,1,0
33,75404,226978,373,1,3,24.53,24,0.77,3,1,2,1,1,2,1,0
20,48122,233966,602,14,4,9.72,24,0.58,3,3,0,1,1,2,1,1
34,16756,45318,499,96,2,5.2,24,0.57,2,3,1,0,0,1,0,0
55,118444,6209,443,113,4,18.29,12,0.46,1,1,0,1,0,2,0,0
34,51737,202191,624,109,1,5.43,48,0.31,2,0,1,1,0,0,1,0
59,84727,141798,364,111,1,11.31,60,0.42,2,0,0,0,0,1,1,0
62,68757,48661,647,96,3,15.81,48,0.26,0,1,1,1,1,4,1,0
55,88542,138821,818,69,4,8.79,48,0.64,1,2,1,1,0,4,0,0
26,107616,148843,348,29,4,20.96,60,0.47,1,2,1,1,0,4,0,0
40,53163,163114,348,66,2,3.27,12,0.12,3,2,0,0,0,4,1,0
47,58827,68601,808,6,1,2.62,48,0.15,2,3,0,0,0,1,0,0
68,101778,152728,797,35,4,4.37,48,0.78,1,3,0,0,1,4,1,1
59,26506,214017,347,25,1,23.09,48,0.78,3,3,1,1,0,1,1,1
23,19194,227639,523,118,1,3.53,60,0.44,0,1,2,0,0,4,0,1
60,79114,54492,612,34,3,15.05,24,0.34,1,3,2,1,1,1,1,0
38,22492,29667,836,59,4,17.35,12,0.72,0,2,1,0,0,0,0,0
48,148579,219218,583,70,4,22.92,36,0.88,3,1,0,0,0,3,0,0
32,58550,191938,711,71,2,8.36,60,0.68,0,1,1,0,0,4,1,0
19,137712,80952,398,25,1,14.49,24,0.37,0,2,1,1,1,3,0,0
47,47507,13266,316,71,1,12.24,24,0.43,3,3,2,0,0,2,0,0
48,24633,229960,849,22,3,23.72,12,0.16,2,2,0,0,1,2,0,0
59,83121,95830,575,11,1,20.38,48,0.12,0,1,0,0,1,4,0,0
62,49902,83241,404,73,3,7.41,48,0.58,1,2,2,0,0,1,1,0
63,25977,60556,738,70,2,9.13,36,0.58,1,3,1,1,0,0,1,0
51,76473,191989,606,19,3,14.01,48,0.18,3,3,1,0,0,0,0,0
65,47117,61789,801,94,1,22.35,12,0.48,0,3,1,1,0,0,1,0
27,53867,114835,706,111,3,9.2,36,0.71,3,0,2,0,1,4,0,1
56,58538,107211,381,79,4,12.57,24,0.63,2,0,1,1,1,2,1,0
66,40463,162699,616,91,2,9.67,60,0.45,0,2,1,1,1,2,1,0
34,23122,156478,688,30,1,24.78,48,0.15,0,0,1,1,0,3,0,0
60,135624,88132,501,3,3,12.07,36,0.37,2,3,2,1,1,1,1,0
55,105697,229174,504,72,1,22.36,36,0.24,0,0,2,0,0,0,1,0
29,23879,121546,568,102,3,13.85,48,0.65,3,1,1,1,0,4,1,0
61,18117,236674,629,18,3,7.32,48,0.85,0,1,1,0,1,3,1,0
48,98050,167994,636,71,3,24.5,24,0.41,1,1,0,1,1,2,1,0
45,104950,158211,389,38,3,9.85,36,0.65,1,1,1,0,0,1,1,0
51,37058,152887,403,20,2,2.99,12,0.88,1,0,0,1,1,0,1,0
44,47437,78014,710,15,2,6.99,48,0.17,0,3,0,1,0,2,1,0
57,125796,30049,647,68,1,7.11,36,0.24,2,3,1,1,1,0,1,0
41,29110,155641,607,7,3,3.44,24,0.51,2,0,0,1,1,2,1,0
69,122834,132914,580,96,2,7.69,12,0.5,1,3,1,0,0,1,0,0
37,95835,33485,818,37,2,16.06,60,0.4,1,1,0,0,0,3,0,0
28,57191,207884,441,57,4,24.28,24,0.66,0,3,1,1,0,0,1,0
32,42763,198800,401,58,4,15.98,36,0.56,3,1,0,1,1,2,0,1
26,61836,199813,467,6,3,12.66,24,0.25,1,1,1,0,0,0,0,1
44,25353,123257,614,54,4,11.73,24,0.87,3,1,2,1,1,0,1,1
26,107624,8058,593,14,2,16.51,12,0.29,1,2,2,0,1,2,1,1
69,39546,43529,588,8,3,5.15,36,0.34,0,1,0,0,1,2,1,0
29,122583,130899,419,92,3,6.85,48,0.44,1,0,2,0,1,0,1,0
54,27906,118614,529,87,2,6.41,36,0.35,1,3,0,1,0,2,0,0
52,104105,139938,524,2,2,23.81,60,0.46,1,2,1,1,0,2,1,0
21,57905,207026,361,32,2,10.11,12,0.76,2,2,1,1,0,1,1,0
56,44844,110850,817,88,3,4.0,48,0.42,1,0,0,0,0,4,1,0
21,85675,6966,696,42,2,19.3,36,0.52,2,3,1,1,1,4,1,0
20,133048,202206,479,109,1,12.42,24,0.26,2,0,2,0,0,3,0,0
44,52775,98131,682,17,2,18.11,60,0.54,0,2,2,0,0,0,0,0
63,30950,177277,797,103,1,5.78,36,0.18,1,2,2,0,1,3,1,0
34,128598,79596,566,112,1,23.39,12,0.87,1,0,2,0,0,3,0,0
68,29027,94400,529,72,3,16.33,48,0.74,1,0,1,1,0,2,1,0
38,68691,143441,368,83,3,10.87,36,0.13,1,3,2,0,1,0,0,0
28,74180,125692,526,40,3,21.09,36,0.5,3,2,0,1,0,1,1,0
50,127695,180154,339,24,2,12.69,24,0.14,3,2,1,0,1,1,0,0
60,104670,69755,790,25,3,9.85,48,0.28,0,2,2,0,1,1,0,0
69,34617,175830,650,61,4,3.92,36,0.66,1,3,1,0,0,1,1,0
35,115880,111871,701,86,2,5.91,12,0.13,1,2,1,0,0,4,1,0
18,70960,63763,488,106,1,9.36,24,0.88,2,3,2,1,0,1,0,1
67,125293,173434,425,2,4,19.15,48,0.27,0,0,1,1,1,3,0,0
53,109766,35797,750,92,3,24.83,60,0.27,2,3,2,0,1,3,0,0
40,128720,88533,462,112,1,7.05,36,0.68,0,1,2,0,0,0,1,0
39,107285,91491,327,63,4,3.86,12,0.81,0,1,0,0,1,1,1,0
58,130394,22856,354,45,1,13.71,48,0.3,3,1,0,1,1,1,1,0
67,29722,104254,624,9,3,15.36,24,0.47,2,1,1,0,0,3,1,0
50,149458,239600,611,44,1,3.57,24,0.77,1,3,2,1,0,3,1,0
54,32131,69289,413,4,2,11.72,48,0.44,3,1,0,1,0,1,0,0
46,149288,80175,395,46,1,2.57,12,0.51,2,3,0,1,1,3,0,0
22,60319,89064,657,63,2,23.52,60,0.88,2,1,0,1,0,2,0,1
27,111095,40221,723,3,1,14.95,24,0.83,3,2,2,1,1,4,0,0
45,95146,223849,671,14,2,14.11,48,0.41,2,0,2,0,1,3,0,0
35,66250,133951,768,111,3,22.09,48,0.4,0,3,1,1,1,0,0,0
55,38438,85776,406,99,4,20.33,48,0.83,3,1,0,1,0,3,0,0
41,143840,128547,695,98,3,16.71,24,0.67,3,0,1,0,1,2,1,0
31,96792,242535,569,89,4,4.59,48,0.26,3,1,2,0,0,3,0,0
60,139087,32758,733,34,3,18.09,24,0.29,1,3,1,0,1,4,1,0
60,93153,35362,347,21,3,14.17,12,0.8,1,2,1,1,1,1,0,0
51,116384,9262,366,95,1,4.12,12,0.64,2,2,0,0,1,3,0,0
48,129927,45055,490,25,3,8.48,60,0.29,1,1,1,1,1,1,0,0
39,124363,31437,566,114,4,2.89,36,0.6,1,3,0,1,0,1,0,0
54,111478,181080,738,70,2,9.79,60,0.28,1,2,2,0,1,2,1,0
51,44313,247601,462,28,2,10.34,12,0.66,2,3,0,0,1,4,0,0
18,60947,69406,653,88,3,13.1,36,0.42,0,1,0,1,1,1,0,0
44,81928,125653,568,112,3,10.2,24,0.53,2,0,2,1,1,4,1,0
46,113181,31883,529,64,4,18.95,24,0.16,3,1,0,0,1,0,0,0
69,130319,133814,687,40,4,7.13,24,0.38,2,1,1,1,1,2,0,0
67,148986,11951,653,84,1,5.75,12,0.12,0,1,1,0,1,1,1,0
54,86903,221403,528,113,3,13.95,36,0.14,3,2,2,0,1,1,0,0
31,112756,184122,549,78,3,8.28,48,0.82,3,3,1,1,1,2,1,0
68,28239,187117,351,109,4,23.48,12,0.38,0,1,2,1,1,4,1,0
32,64816,89011,763,119,1,10.05,24,0.17,3,2,2,1,0,4,0,0
24,97493,141941,753,77,1,21.71,60,0.86,0,2,0,1,1,0,1,0
53,88921,131975,335,100,4,16.33,24,0.33,3,1,1,1,0,0,0,0
28,79002,166630,479,70,1,10.44,36,0.41,3,2,2,1,0,4,1,1
46,19214,138104,814,21,3,3.77,24,0.29,0,2,1,1,1,4,1,0
24,53158,158886,388,117,1,23.5,24,0.79,1,1,2,1,0,4,0,0
21,18738,30358,712,14,4,24.18,36,0.12,2,1,2,1,0,2,0,1
49,103940,215206,325,76,1,19.2,36,0.21,3,0,0,1,1,4,0,0
20,73647,205927,766,8,1,10.09,24,0.22,0,3,0,0,0,4,0,1
23,34572,28074,442,39,4,17.14,24,0.61,1,0,1,0,1,1,0,1
56,60321,246082,600,14,1,14.92,48,0.72,1,0,2,1,0,0,1,0
47,40793,21586,655,38,1,22.42,12,0.67,0,0,0,0,1,1,0,0
38,113088,239514,823,33,3,15.4,36,0.79,2,1,0,0,1,0,1,0
25,76864,175855,515,104,4,21.65,48,0.72,2,2,0,1,0,1,0,1
23,103136,113201,350,33,4,7.4,60,0.84,0,0,2,0,0,3,1,0
62,31534,111007,458,68,2,2.48,36,0.29,1,3,0,0,0,0,1,0
34,54691,233390,319,49,3,2.88,48,0.82,0,0,0,0,0,0,1,0
27,138655,63836,516,38,3,3.92,48,0.13,3,2,1,1,1,0,1,0
20,144117,16821,512,62,2,16.48,48,0.61,1,3,1,0,0,1,0,0
30,22998,86873,622,74,1,21.27,12,0.53,0,2,1,1,1,3,1,0
23,137793,111402,624,69,4,14.71,48,0.5,3,2,1,0,0,2,0,0
35,84442,206008,799,94,4,8.95,60,0.3,3,1,0,0,1,3,0,0
56,82684,65075,644,2,4,14.51,12,0.56,0,1,2,1,1,4,0,0
69,117197,211337,496,60,1,6.23,24,0.51,3,3,1,1,0,0,0,0
22,146275,61975,561,44,4,8.76,12,0.81,2,0,2,0,1,1,1,1
20,109800,152294,611,55,4,3.19,60,0.86,3,0,0,0,0,2,1,0
68,116002,150038,699,88,1,15.1,60,0.62,0,2,2,0,0,0,1,0
58,80145,246264,781,16,3,14.37,36,0.39,0,1,2,0,1,1,1,0
62,15192,248350,319,37,1,9.13,36,0.71,3,3,0,1,1,0,1,1
20,103273,35782,794,54,2,11.59,36,0.11,0,3,0,1,0,4,1,0
29,66984,237175,597,6,1,17.45,48,0.16,3,3,2,1,0,3,1,0
66,55627,150618,592,60,3,8.36,36,0.69,0,0,0,0,1,2,0,0
43,105729,91095,715,20,2,2.33,24,0.88,2,0,1,1,1,0,0,0
44,102827,119927,786,53,2,3.84,24,0.11,1,2,1,1,0,0,0,0
18,138320,167558,826,115,2,4.25,60,0.55,3,1,2,1,1,0,1,0
19,40079,228897,616,39,2,7.49,24,0.6,2,1,2,1,1,0,0,0
18,97286,22456,591,92,2,21.93,48,0.8,2,1,2,1,1,4,0,0
43,25302,86176,731,98,2,16.79,36,0.1,0,2,0,1,1,2,0,0
56,88418,194616,726,31,3,15.78,24,0.34,2,2,1,1,1,1,1,0
64,125025,232442,525,44,2,14.35,24,0.41,3,2,0,0,0,1,0,0
33,148351,77455,374,60,3,15.72,36,0.31,2,0,0,1,1,0,0,0
49,98597,59465,564,13,3,24.45,12,0.33,3,3,2,1,1,3,0,0
38,25493,28060,395,82,1,23.91,24,0.18,1,0,0,0,0,1,1,0
61,131650,118090,493,74,1,22.55,48,0.53,0,1,2,0,0,2,0,0
44,106150,169724,836,19,2,5.63,24,0.67,2,0,1,1,0,1,0,0
46,128005,25988,746,5,1,10.77,60,0.59,3,3,2,1,0,0,1,0
46,122560,51092,335,17,4,24.23,48,0.87,1,2,2,1,0,4,0,1
38,39853,63088,340,113,1,2.56,12,0.59,2,3,2,1,0,4,0,0
48,35283,229908,570,18,4,16.18,36,0.55,3,2,1,0,0,0,0,1
42,41765,137371,604,11,3,24.5,24,0.75,0,2,2,0,0,0,0,1
59,99203,29144,600,79,1,17.75,60,0.43,3,0,2,1,1,0,0,0
53,75867,14511,456,83,2,9.96,24,0.68,1,0,0,0,1,1,0,0
24,85094,248544,622,32,2,15.76,36,0.84,3,3,1,1,0,0,0,0
20,30031,91345,655,0,3,12.52,36,0.42,3,1,2,0,0,3,1,0
34,70077,206643,672,20,4,23.41,36,0.19,3,0,1,0,0,2,1,0
58,33879,90482,677,105,4,24.5,36,0.82,3,3,1,0,1,2,0,0
